Startup Name,Amount_Cleaned,Sector_Standardized,City,State_Standardized,Investors' Name,Date_Parsed,Year
Razorpay,₹557.58 Cr,Fintech,Kochi,Kerala,"Sequoia Capital India, SAIF Partners",2017-02-05,2017
Unacademy,₹186.51 Cr,Fintech,Gurgaon,Haryana,Lightspeed Venture Partners,2016-12-27,2016
CarWale,₹86.78 Cr,SaaS,Bangalore,Karnataka,Chiratae Ventures,2017-07-26,2017
Plum Insurance,₹65.69 Cr,Foodtech,Indore,Madhya Pradesh,Fireside Ventures,2024-10-28,2024
HealthifyMe,₹9.14 Cr,E-Commerce,Kolkata,West Bengal,Peak XV Partners,2018-06-28,2018
Meesho,₹12.58 Cr,E-Commerce,Pune,Maharashtra,Indian Angel Network,2018-07-07,2018
Swiggy,₹61.57 Cr,Foodtech,Vadodara,Gujarat,Ritesh Agarwal,2017-05-31,2017
ElasticRun,₹106.53 Cr,Gaming,Bangalore,Karnataka,Saama Capital,2020-07-23,2020
Digit Insurance,₹6.30 Cr,Healthtech,Gurgaon,Haryana,Kunal Shah,2016-04-28,2016
KissanKraft,₹46.22 Cr,Gaming,Chennai,Tamil Nadu,Lightspeed India,2024-11-21,2024
Mamaearth,₹127.79 Cr,Edtech,Bangalore,Karnataka,Accel India,2025-03-13,2025
CarDekho,₹140.58 Cr,E-Commerce,Coimbatore,Tamil Nadu,Indian Angel Network,2020-02-15,2020
Milkbasket,₹854.15 Cr,E-Commerce,Hyderabad,Telangana,"Sequoia Capital India, Tiger Global",2022-07-01,2022
Flipkart,₹11.28 Cr,E-Commerce,Indore,Madhya Pradesh,Kalaari Capital,2015-04-24,2015
Ather Energy,₹125.79 Cr,E-Commerce,Coimbatore,Tamil Nadu,Deepinder Goyal,2025-06-11,2025
TaxiForSure,₹213.55 Cr,E-Commerce,Pune,Maharashtra,"Saama Capital, Tiger Global",2013-03-20,2013
FamPay,₹286.90 Cr,Fintech,Hyderabad,Telangana,"SoftBank Vision Fund, Tencent",2024-08-23,2024
Flipkart Quick,₹23.35 Cr,SaaS,Mumbai,Maharashtra,Fireside Ventures,2024-08-28,2024
Chingari,₹14.97 Cr,Healthtech,Chennai,Tamil Nadu,SAIF Partners,2019-02-13,2019
Zappfresh,₹60.07 Cr,Gaming,Mumbai,Maharashtra,SAIF Partners,2024-06-01,2024
FreshToHome,₹41.87 Cr,Fintech,Kolkata,West Bengal,Accel India,2022-11-20,2022
Rapido,₹222.30 Cr,E-Commerce,Lucknow,Uttar Pradesh,Naspers,2020-08-28,2020
Digit Insurance,₹4.42 Cr,Healthtech,Chandigarh,Chandigarh,Peak XV Partners,2021-02-19,2021
CredAvenue,₹12.48 Cr,Mobility,Pune,Maharashtra,Kalaari Capital,2022-07-10,2022
Zetwerk,₹741.00 Cr,Foodtech,Bangalore,Karnataka,"Andreessen Horowitz, Naspers",2020-08-11,2020
Haptik,₹5.00 Cr,Mobility,Hyderabad,Telangana,Fireside Ventures,2016-09-05,2016
CRED,₹256.00 Cr,Foodtech,Hyderabad,Telangana,"Saama Capital, Lightspeed Venture Partners",2016-06-16,2016
Zetwerk,₹58.43 Cr,Foodtech,Chandigarh,Chandigarh,Lightspeed India,2019-11-10,2019
Treebo,₹127.43 Cr,Logistics,Ahmedabad,Gujarat,"Saama Capital, Peak XV Partners",2017-08-08,2017
Jupiter,₹167.79 Cr,Foodtech,Gurgaon,Haryana,Accel Partners,2021-05-29,2021
Upstox,₹55.31 Cr,Fintech,Pune,Maharashtra,Indian Angel Network,2015-02-03,2015
Zetwerk,₹45.86 Cr,Foodtech,Thiruvananthapuram,Kerala,Elevation Capital,2019-10-22,2019
Jupiter,₹18.17 Cr,Foodtech,Chennai,Tamil Nadu,Chiratae Ventures,2020-11-02,2020
Dream11,₹155.61 Cr,Edtech,Jaipur,Rajasthan,"Wipro Ventures, Steadview Capital",2021-11-03,2021
CredAvenue,₹105.07 Cr,Mobility,Vadodara,Gujarat,"Matrix Partners India, Kalaari Capital",2024-10-15,2024
Roposo,₹36.22 Cr,E-Commerce,Gurgaon,Haryana,Lightspeed India,2022-08-23,2022
Nykaa Fashion,₹683.70 Cr,SaaS,Kochi,Kerala,"Reliance Ventures, Fireside Ventures, Lightspeed Venture Partners",2025-12-21,2025
Milkbasket,₹422.70 Cr,E-Commerce,Hyderabad,Telangana,Infosys Innovation Fund,2021-01-29,2021
Pilgrim,₹3.55 Cr,Deeptech,Chandigarh,Chandigarh,Binny Bansal,2022-12-07,2022
Blue Smart,₹8.03 Cr,Fintech,Delhi,Delhi,SAIF Partners,2022-07-29,2022
Dunzo Daily,₹1.74 Cr,SaaS,Mumbai,Maharashtra,SAIF Partners,2019-05-01,2019
Purplle,₹223.69 Cr,Foodtech,Mumbai,Maharashtra,Kalaari Capital,2025-09-07,2025
Apna,₹114.89 Cr,Foodtech,Kochi,Kerala,"Falguni Nayar, Chiratae Ventures",2020-04-16,2020
Pepperfry,₹1682.11 Cr,E-Commerce,Bangalore,Karnataka,"Nexus Venture Partners, Multiples Alternate Asset Management, KKR India, Sequoia Capital",2017-02-11,2017
Freecharge,₹46.08 Cr,E-Commerce,Chennai,Tamil Nadu,Deepinder Goyal,2014-06-12,2014
CredAvenue,₹9.53 Cr,Mobility,Chennai,Tamil Nadu,Indian Angel Network,2025-07-01,2025
Treebo,₹73.64 Cr,Logistics,Delhi,Delhi,"Blume Ventures, Ratan Tata",2019-08-27,2019
BankBazaar,₹7.79 Cr,E-Commerce,Gurgaon,Haryana,Ritesh Agarwal,2013-08-18,2013
BYJU'S,₹1605.92 Cr,Foodtech,Gurgaon,Haryana,"General Atlantic, Nexus Venture Partners",2018-03-13,2018
Acko,₹32.49 Cr,E-Commerce,Chandigarh,Chandigarh,Nexus Venture Partners,2019-09-01,2019
BharatMatrimony,₹22.07 Cr,E-Commerce,Hyderabad,Telangana,Lightspeed India,2015-01-11,2015
boAt,₹966.58 Cr,Logistics,Pune,Maharashtra,"Chiratae Ventures, Blackstone, Sequoia Capital",2025-11-21,2025
Shiprocket,₹23.35 Cr,Foodtech,Delhi,Delhi,Nexus Venture Partners,2021-01-14,2021
Rapido,₹10.07 Cr,E-Commerce,Chennai,Tamil Nadu,Blume Ventures,2016-07-05,2016
Vegrow,₹253.50 Cr,Gaming,Indore,Madhya Pradesh,"Steadview Capital, Aditya Birla Ventures",2025-07-23,2025
Mobile Premier League,₹1326.50 Cr,Foodtech,Delhi,Delhi,"General Atlantic, Accel Partners",2021-09-05,2021
Shopclues,₹7.48 Cr,SaaS,Chennai,Tamil Nadu,Falguni Nayar,2015-08-22,2015
Ditto Insurance,₹102.79 Cr,Logistics,Delhi,Delhi,"Accel India, Kalaari Capital",2025-03-11,2025
Go Digit,₹420.80 Cr,Social Media,Gurgaon,Haryana,"Sequoia Capital, Naspers",2021-03-21,2021
OkCredit,₹220.50 Cr,E-Commerce,Gurgaon,Haryana,"Elevation Capital, Tencent",2021-09-13,2021
Treebo,₹419.81 Cr,Logistics,Delhi,Delhi,Sequoia Capital,2019-03-13,2019
HealthifyMe,₹116.93 Cr,E-Commerce,Coimbatore,Tamil Nadu,Saama Capital,2016-04-04,2016
Cure.fit,₹103.24 Cr,Mobility,Jaipur,Rajasthan,"Sequoia Capital India, Kalaari Capital",2016-05-22,2016
Ather Energy,₹31.93 Cr,E-Commerce,Surat,Gujarat,Deepinder Goyal,2025-10-10,2025
Shadowfax,₹4.42 Cr,SaaS,Chennai,Tamil Nadu,Elevation Capital,2016-10-26,2016
Scripbox,₹3.92 Cr,Logistics,Lucknow,Uttar Pradesh,Blume Ventures,2023-07-12,2023
Lybrate,₹87.63 Cr,Fintech,Mumbai,Maharashtra,"Vijay Shekhar Sharma, Fireside Ventures",2015-12-07,2015
Revolt Motors,₹43.88 Cr,Fintech,Gurgaon,Haryana,Falguni Nayar,2023-06-22,2023
Shiprocket,₹52.57 Cr,Foodtech,Mumbai,Maharashtra,Vijay Shekhar Sharma,2017-11-10,2017
Purplle,₹18.73 Cr,Foodtech,Hyderabad,Telangana,Elevation Capital,2024-12-27,2024
DailyHunt,₹23.66 Cr,Fintech,Pune,Maharashtra,Bhavish Aggarwal,2021-10-05,2021
OkCredit,₹9.45 Cr,E-Commerce,Chennai,Tamil Nadu,Nexus Venture Partners,2021-04-14,2021
Pepperfry,₹624.15 Cr,E-Commerce,Lucknow,Uttar Pradesh,"Tiger Global, Blume Ventures, Naspers",2016-11-23,2016
Vegrow,₹102.25 Cr,Gaming,Delhi,Delhi,"Nexus Venture Partners, Sequoia Capital India",2024-05-18,2024
Dunzo,₹174.77 Cr,SaaS,Delhi,Delhi,General Atlantic,2016-02-21,2016
ET Money,₹9.97 Cr,Agritech,Chandigarh,Chandigarh,Matrix Partners India,2022-01-28,2022
Revolt Motors,₹4.68 Cr,Fintech,Kolkata,West Bengal,Accel India,2022-12-25,2022
Zetwerk,₹18.55 Cr,Foodtech,Chennai,Tamil Nadu,Sachin Bansal,2017-10-07,2017
OkCredit,₹418.70 Cr,E-Commerce,Mysore,Karnataka,Alibaba,2021-03-13,2021
Revv,₹101.16 Cr,Fintech,Pune,Maharashtra,Ritesh Agarwal,2019-03-03,2019
Ather Energy,₹113.29 Cr,E-Commerce,Kochi,Kerala,"Indian Angel Network, Chiratae Ventures",2014-01-17,2014
Ninjacart,₹45.94 Cr,Mobility,Nagpur,Maharashtra,Ratan Tata,2024-05-24,2024
DeHaat,₹69.27 Cr,E-Commerce,Bangalore,Karnataka,Deepinder Goyal,2025-06-13,2025
Infra.Market,₹431.92 Cr,E-Commerce,Pune,Maharashtra,"Matrix Partners India, Naspers, Kalaari Capital",2021-12-28,2021
Zappfresh,₹11.46 Cr,Gaming,Delhi,Delhi,Bhavish Aggarwal,2021-09-29,2021
BluSmart,₹2.42 Cr,Social Media,Kochi,Kerala,Sachin Bansal,2022-02-09,2022
ElasticRun,₹24.33 Cr,Gaming,Coimbatore,Tamil Nadu,Chiratae Ventures,2020-03-29,2020
OYO Rooms,₹40.48 Cr,E-Commerce,Chennai,Tamil Nadu,Elevation Capital,2018-06-29,2018
Simple Energy,₹130.53 Cr,Fintech,Delhi,Delhi,Lightspeed India,2024-11-14,2024
Paytm First Games,₹22.85 Cr,Social Media,Thiruvananthapuram,Kerala,Ritesh Agarwal,2021-10-08,2021
JustDial,₹39.28 Cr,E-Commerce,Kolkata,West Bengal,Accel India,2013-07-28,2013
Mobile Premier League,₹10.38 Cr,Foodtech,Gurgaon,Haryana,Saama Capital,2018-06-06,2018
Country Delight,₹89.69 Cr,Healthtech,Bangalore,Karnataka,Kalaari Capital,2024-06-28,2024
CredFlow,₹13.96 Cr,E-Commerce,Pune,Maharashtra,Peak XV Partners,2025-09-28,2025
Vegrow,₹24.98 Cr,Gaming,Bangalore,Karnataka,Saama Capital,2024-09-24,2024
TaxiForSure,₹442.93 Cr,E-Commerce,Mumbai,Maharashtra,"Accel India, Elevation Capital",2014-01-06,2014
NinjaCart,₹6.85 Cr,E-Commerce,Gurgaon,Haryana,Accel India,2014-03-08,2014
Khatabook,₹109.30 Cr,SaaS,Gurgaon,Haryana,"Kunal Shah, Nexus Venture Partners",2024-09-12,2024
DealShare,₹79.83 Cr,Foodtech,Indore,Madhya Pradesh,Bhavish Aggarwal,2024-04-09,2024
BluSmart,₹10.47 Cr,Social Media,Jaipur,Rajasthan,Accel India,2022-11-15,2022
Myntra,₹172.81 Cr,E-Commerce,Chennai,Tamil Nadu,Fireside Ventures,2015-10-05,2015
Revolt Motors,₹3.84 Cr,Fintech,Jaipur,Rajasthan,Saama Capital,2023-03-27,2023
Fire-Boltt,₹58.29 Cr,Foodtech,Delhi,Delhi,SAIF Partners,2023-10-09,2023
FreshToHome,₹292.76 Cr,Fintech,Surat,Gujarat,"Sequoia Capital, Blume Ventures",2022-10-25,2022
FabFurnish,₹859.83 Cr,Foodtech,Pune,Maharashtra,"Alibaba, Blume Ventures",2016-09-15,2016
FreshToHome,₹12.51 Cr,Fintech,Kolkata,West Bengal,Sachin Bansal,2019-03-09,2019
CarWale,₹467.44 Cr,SaaS,Bangalore,Karnataka,"SoftBank Vision Fund, SAIF Partners, Accel India",2021-10-11,2021
Haptik,₹268.18 Cr,Mobility,Hyderabad,Telangana,"Blume Ventures, Sequoia Capital",2018-07-26,2018
Grofers,₹29.40 Cr,E-Commerce,Gurgaon,Haryana,Fireside Ventures,2015-06-19,2015
OkCredit,₹116.53 Cr,E-Commerce,Chennai,Tamil Nadu,Saama Capital,2020-08-04,2020
Digit Insurance,₹100.61 Cr,Healthtech,Jaipur,Rajasthan,"Mumbai Angels, Bhavish Aggarwal",2021-12-29,2021
Vogo,₹5.14 Cr,Edtech,Chennai,Tamil Nadu,Peak XV Partners,2017-07-05,2017
Go Digit,₹186.59 Cr,Social Media,Kochi,Kerala,Saama Capital,2018-01-07,2018
KissanKraft,₹17.52 Cr,Gaming,Mumbai,Maharashtra,Fireside Ventures,2022-04-29,2022
Spinny,₹6.17 Cr,SaaS,Bangalore,Karnataka,Blume Ventures,2018-01-17,2018
Purplle,₹86.17 Cr,Foodtech,Chandigarh,Chandigarh,Nexus Venture Partners,2025-10-26,2025
Practo,₹58.52 Cr,E-Commerce,Pune,Maharashtra,Ratan Tata,2011-08-23,2011
FreshToHome,₹25.26 Cr,Fintech,Indore,Madhya Pradesh,Ritesh Agarwal,2022-04-25,2022
Udaan,₹62.21 Cr,Fintech,Chennai,Tamil Nadu,Deepinder Goyal,2018-03-28,2018
Open Network,₹173.35 Cr,Healthtech,Chennai,Tamil Nadu,"Matrix Partners India, Tencent",2025-07-07,2025
Vogo,₹24.46 Cr,Edtech,Mumbai,Maharashtra,Saama Capital,2021-03-15,2021
FabHotels,₹102.38 Cr,SaaS,Lucknow,Uttar Pradesh,"Elevation Capital, Falguni Nayar",2019-07-01,2019
MakeMyTrip,₹247.06 Cr,E-Commerce,Gurgaon,Haryana,Sequoia Capital India,2015-10-04,2015
Shopclues,₹39.60 Cr,SaaS,Bangalore,Karnataka,Deepinder Goyal,2018-10-01,2018
Zetwerk,₹81.43 Cr,Foodtech,Bangalore,Karnataka,Saama Capital,2020-05-25,2020
Mobile Premier League,₹12.49 Cr,Foodtech,Delhi,Delhi,Vijay Shekhar Sharma,2016-12-17,2016
Rivigo,₹261.75 Cr,Foodtech,Pune,Maharashtra,Kalaari Capital,2018-04-15,2018
Open Network,₹109.32 Cr,Healthtech,Delhi,Delhi,Vijay Shekhar Sharma,2024-12-29,2024
Ula,₹51.24 Cr,SaaS,Gurgaon,Haryana,Ratan Tata,2024-11-30,2024
Haptik,₹62.72 Cr,Mobility,Hyderabad,Telangana,Peak XV Partners,2016-03-22,2016
NinjaCart,₹6.89 Cr,E-Commerce,Chennai,Tamil Nadu,Nexus Venture Partners,2018-06-03,2018
Redbus,₹888.48 Cr,E-Commerce,Bangalore,Karnataka,"KKR India, Accel Partners",2015-05-15,2015
Amazon Fresh,₹88.15 Cr,Gaming,Hyderabad,Telangana,"Elevation Capital, Bhavish Aggarwal",2021-08-01,2021
Scripbox,₹23.47 Cr,Logistics,Pune,Maharashtra,Elevation Capital,2022-05-08,2022
Drivezy,₹18.46 Cr,Social Media,Gurgaon,Haryana,Bhavish Aggarwal,2021-03-08,2021
UrbanLadder,₹9.52 Cr,Fintech,Delhi,Delhi,Nexus Venture Partners,2017-10-24,2017
CarDekho,₹13.62 Cr,E-Commerce,Gurgaon,Haryana,Vijay Shekhar Sharma,2012-10-06,2012
INDmoney,₹18.16 Cr,Fintech,Indore,Madhya Pradesh,Accel India,2024-01-13,2024
Flipkart Quick,₹8.10 Cr,SaaS,Delhi,Delhi,Ritesh Agarwal,2019-10-20,2019
Ola Electric,₹2.65 Cr,Foodtech,Bangalore,Karnataka,Bhavish Aggarwal,2022-07-15,2022
Scripbox,₹57.91 Cr,Logistics,Chennai,Tamil Nadu,Nexus Venture Partners,2025-10-14,2025
SimplyNadu,₹14.48 Cr,SaaS,Kochi,Kerala,Vijay Shekhar Sharma,2022-06-27,2022
upGrad,₹149.85 Cr,E-Commerce,Jaipur,Rajasthan,Kalaari Capital,2015-08-14,2015
Pilgrim,₹11.03 Cr,Deeptech,Kolkata,West Bengal,Bhavish Aggarwal,2022-05-09,2022
Scripbox,₹9.14 Cr,Logistics,Pune,Maharashtra,Peak XV Partners,2022-09-16,2022
Khatabook,₹29.40 Cr,SaaS,Visakhapatnam,Andhra Pradesh,Bhavish Aggarwal,2021-12-24,2021
Delhivery,₹114.53 Cr,E-Commerce,Kochi,Kerala,"Fireside Ventures, Peak XV Partners",2017-07-29,2017
WayCool,₹114.74 Cr,Mobility,Ahmedabad,Gujarat,"Fireside Ventures, Sequoia Capital India",2014-06-06,2014
Toppr,₹73.37 Cr,E-Commerce,Jaipur,Rajasthan,Ratan Tata,2015-12-16,2015
Vogo,₹1650.52 Cr,Edtech,Chandigarh,Chandigarh,"ICICI Venture, Tencent",2020-06-06,2020
Josh,₹5.95 Cr,Fintech,Chandigarh,Chandigarh,Nexus Venture Partners,2020-01-12,2020
PhonePe,₹105.48 Cr,E-Commerce,Chennai,Tamil Nadu,Kalaari Capital,2018-10-12,2018
Ola Electric,₹3.05 Cr,Foodtech,Chennai,Tamil Nadu,Kunal Shah,2022-07-01,2022
Slice,₹5.11 Cr,SaaS,Delhi,Delhi,Mumbai Angels,2019-02-18,2019
UrbanLadder,₹122.88 Cr,Fintech,Bangalore,Karnataka,"Kalaari Capital, Nexus Venture Partners",2016-06-02,2016
Dream11,₹11.38 Cr,Edtech,Chennai,Tamil Nadu,Lightspeed India,2017-04-20,2017
Cars24,₹87.70 Cr,Fintech,Gurgaon,Haryana,SAIF Partners,2017-06-26,2017
Spinny,₹10.10 Cr,SaaS,Chennai,Tamil Nadu,Falguni Nayar,2017-05-21,2017
Dunzo,₹321.19 Cr,SaaS,Pune,Maharashtra,"Coatue Management, Steadview Capital, Nexus Venture Partners",2015-06-19,2015
Blu Smart Mobility,₹16.45 Cr,E-Commerce,Mumbai,Maharashtra,Falguni Nayar,2022-11-29,2022
Waycool Foods,₹417.78 Cr,Foodtech,Delhi,Delhi,"Kalaari Capital, Lightspeed Venture Partners, Accel Partners",2024-03-01,2024
Flipkart Quick,₹66.06 Cr,SaaS,Pune,Maharashtra,Sequoia Capital India,2021-10-09,2021
Zetwerk,₹29.40 Cr,Foodtech,Bangalore,Karnataka,Blume Ventures,2021-02-04,2021
Ula,₹35.23 Cr,SaaS,Gurgaon,Haryana,Saama Capital,2022-11-11,2022
Oyo,₹13.87 Cr,E-Commerce,Mumbai,Maharashtra,Fireside Ventures,2019-10-10,2019
Blu Smart Mobility,₹13.83 Cr,E-Commerce,Bangalore,Karnataka,Blume Ventures,2022-04-15,2022
Plum Insurance,₹35.67 Cr,Foodtech,Indore,Madhya Pradesh,Bhavish Aggarwal,2023-09-04,2023
OkCredit,₹119.19 Cr,E-Commerce,Indore,Madhya Pradesh,"Matrix Partners India, Accel India",2023-04-24,2023
Meru Cabs,₹3.59 Cr,E-Commerce,Gurgaon,Haryana,Vijay Shekhar Sharma,2011-10-12,2011
Ninjacart,₹5.78 Cr,Mobility,Chennai,Tamil Nadu,Mumbai Angels,2017-07-28,2017
Milkbasket,₹18.39 Cr,E-Commerce,Chennai,Tamil Nadu,SAIF Partners,2019-02-13,2019
FreshToHome,₹99.23 Cr,Fintech,Hyderabad,Telangana,"Sachin Bansal, Bhavish Aggarwal",2020-11-19,2020
Pepperfry,₹9.55 Cr,E-Commerce,Pune,Maharashtra,Binny Bansal,2013-08-10,2013
Vedantu,₹809.78 Cr,E-Commerce,Gurgaon,Haryana,"Accel Partners, Everstone Capital, Coatue Management, Peak XV Partners, Kedaara Capital",2018-08-22,2018
Upstox,₹17.00 Cr,Fintech,Kolkata,West Bengal,Blume Ventures,2015-10-27,2015
Razorpay,₹726.54 Cr,Fintech,Hyderabad,Telangana,"Andreessen Horowitz, Naspers",2018-08-29,2018
Housing.com,₹159.35 Cr,E-Commerce,Delhi,Delhi,Sequoia Capital India,2014-10-03,2014
ShareChat,₹3.98 Cr,Fintech,Bangalore,Karnataka,Ratan Tata,2019-03-01,2019
Flipkart Quick,₹235.80 Cr,SaaS,Chennai,Tamil Nadu,SAIF Partners,2022-08-28,2022
Josh,₹18.95 Cr,Fintech,Chennai,Tamil Nadu,Vijay Shekhar Sharma,2021-03-14,2021
Open Network,₹52.76 Cr,Healthtech,Kochi,Kerala,Chiratae Ventures,2022-03-13,2022
Yulu,₹22.05 Cr,Mobility,Gurgaon,Haryana,Chiratae Ventures,2018-04-08,2018
CityMall,₹4.31 Cr,Healthtech,Hyderabad,Telangana,Lightspeed India,2019-01-08,2019
Ninjacart,₹23.13 Cr,Mobility,Lucknow,Uttar Pradesh,Vijay Shekhar Sharma,2015-02-19,2015
CredAvenue,₹43.05 Cr,Mobility,Mysore,Karnataka,Accel India,2025-05-12,2025
Ninjacart,₹208.01 Cr,Mobility,Bangalore,Karnataka,Coatue Management,2022-05-21,2022
Sugar Cosmetics,₹4.92 Cr,Healthtech,Jaipur,Rajasthan,Elevation Capital,2022-07-15,2022
Jar,₹155.46 Cr,Healthtech,Delhi,Delhi,Ritesh Agarwal,2023-08-09,2023
Infra.Market,₹84.20 Cr,E-Commerce,Chennai,Tamil Nadu,"Matrix Partners India, Saama Capital",2021-01-01,2021
Niyo,₹13.01 Cr,Fintech,Chennai,Tamil Nadu,Blume Ventures,2023-05-12,2023
mCaffeine,₹3.22 Cr,Healthtech,Chennai,Tamil Nadu,Matrix Partners India,2022-10-04,2022
Zoomcar,₹13.95 Cr,Agritech,Delhi,Delhi,Kalaari Capital,2018-04-12,2018
Shopclues,₹174.98 Cr,SaaS,Mumbai,Maharashtra,Saama Capital,2015-04-16,2015
BlackBuck,₹5.40 Cr,Foodtech,Bangalore,Karnataka,Elevation Capital,2018-10-17,2018
Jumbotail,₹9.98 Cr,SaaS,Gurgaon,Haryana,Accel India,2019-06-01,2019
BharatPe,₹221.48 Cr,Healthtech,Bhubaneswar,Odisha,Blume Ventures,2022-11-15,2022
Cars24,₹108.64 Cr,Fintech,Gurgaon,Haryana,"Sequoia Capital India, Kalaari Capital",2017-08-24,2017
Grofers,₹39.98 Cr,E-Commerce,Delhi,Delhi,Blume Ventures,2014-09-07,2014
Milkbasket,₹47.32 Cr,E-Commerce,Indore,Madhya Pradesh,Ritesh Agarwal,2023-11-22,2023
Ather Energy,₹31.40 Cr,E-Commerce,Pune,Maharashtra,Bhavish Aggarwal,2024-05-17,2024
Droom,₹45.17 Cr,Agritech,Coimbatore,Tamil Nadu,Saama Capital,2018-06-03,2018
Simplilearn,₹455.09 Cr,Fintech,Pune,Maharashtra,"Naspers, Sequoia Capital India",2017-12-06,2017
Jupiter,₹32.09 Cr,Foodtech,Mumbai,Maharashtra,Chiratae Ventures,2020-02-18,2020
HealthifyMe,₹391.99 Cr,E-Commerce,Lucknow,Uttar Pradesh,Lightspeed Venture Partners,2018-05-29,2018
Udaan,₹2205.00 Cr,Fintech,Pune,Maharashtra,"Naspers, Tiger Global, Accel Partners, Lightspeed Venture Partners, Steadview Capital",2021-01-12,2021
Shopclues,₹6.70 Cr,SaaS,Delhi,Delhi,Vijay Shekhar Sharma,2018-06-21,2018
Slice,₹3.60 Cr,SaaS,Kochi,Kerala,Chiratae Ventures,2022-06-19,2022
Dunzo Daily,₹446.89 Cr,SaaS,Thiruvananthapuram,Kerala,Fireside Ventures,2022-01-11,2022
DeHaat,₹17.98 Cr,E-Commerce,Mumbai,Maharashtra,Saama Capital,2017-08-27,2017
Zappfresh,₹35.86 Cr,Gaming,Delhi,Delhi,Indian Angel Network,2022-01-30,2022
InMobi,₹11.18 Cr,E-Commerce,Hyderabad,Telangana,Ritesh Agarwal,2012-02-25,2012
DeHaat,₹66.88 Cr,E-Commerce,Delhi,Delhi,Ratan Tata,2025-08-20,2025
DeHaat,₹44.99 Cr,E-Commerce,Chandigarh,Chandigarh,Binny Bansal,2015-05-08,2015
Zostel,₹9.72 Cr,Fintech,Lucknow,Uttar Pradesh,Fireside Ventures,2016-12-31,2016
ClearTrip,₹54.00 Cr,E-Commerce,Chennai,Tamil Nadu,Mumbai Angels,2015-05-30,2015
KissanKraft,₹766.05 Cr,Gaming,Coimbatore,Tamil Nadu,"Coatue Management, Qualcomm Ventures, Accel India",2025-08-12,2025
Shopclues,₹823.81 Cr,SaaS,Delhi,Delhi,"Accel India, Saama Capital, Kedaara Capital, Alibaba, Multiples Alternate Asset Management",2016-01-06,2016
Vedantu,₹29.00 Cr,E-Commerce,Delhi,Delhi,Lightspeed India,2013-01-06,2013
UrbanClap,₹101.09 Cr,E-Commerce,Chennai,Tamil Nadu,Ritesh Agarwal,2015-01-19,2015
Noise,₹37.67 Cr,E-Commerce,Kochi,Kerala,Ritesh Agarwal,2024-08-09,2024
Lenskart,₹137.02 Cr,E-Commerce,Coimbatore,Tamil Nadu,"Wipro Ventures, Lightspeed India",2015-01-17,2015
Stable Money,₹12.12 Cr,E-Commerce,Gurgaon,Haryana,Deepinder Goyal,2025-11-02,2025
Naukri,₹145.29 Cr,E-Commerce,Gurgaon,Haryana,Nexus Venture Partners,2015-10-29,2015
Captain Fresh,₹15.49 Cr,Mobility,Kochi,Kerala,Blume Ventures,2022-01-19,2022
Nykaa Fashion,₹35.12 Cr,SaaS,Bangalore,Karnataka,Vijay Shekhar Sharma,2023-11-30,2023
mCaffeine,₹173.39 Cr,Healthtech,Kochi,Kerala,"SAIF Partners, Sequoia Capital India",2025-08-30,2025
CityMall,₹9.02 Cr,Healthtech,Pune,Maharashtra,Saama Capital,2020-04-12,2020
ET Money,₹3.64 Cr,Agritech,Hyderabad,Telangana,Elevation Capital,2023-11-08,2023
The Ken,₹14.52 Cr,E-Commerce,Hyderabad,Telangana,Sequoia Capital India,2024-10-18,2024
CityMall,₹15.66 Cr,Healthtech,Coimbatore,Tamil Nadu,Kalaari Capital,2023-10-30,2023
Zappfresh,₹248.92 Cr,Gaming,Coimbatore,Tamil Nadu,"Fireside Ventures, Accel Partners",2024-02-01,2024
Captain Fresh,₹575.36 Cr,Mobility,Pune,Maharashtra,"Reliance Ventures, Accel Partners",2025-04-15,2025
EarlySalary,₹6.53 Cr,Mobility,Delhi,Delhi,Kunal Shah,2023-05-04,2023
Chingari,₹42.41 Cr,Healthtech,Hyderabad,Telangana,Kunal Shah,2022-11-15,2022
CarDekho,₹33.11 Cr,E-Commerce,Gurgaon,Haryana,SAIF Partners,2011-02-09,2011
Nykaa Fashion,₹7.48 Cr,SaaS,Gurgaon,Haryana,Vijay Shekhar Sharma,2022-01-21,2022
CredAvenue,₹16.34 Cr,Mobility,Kochi,Kerala,Sachin Bansal,2023-09-03,2023
Rapido,₹407.51 Cr,E-Commerce,Chennai,Tamil Nadu,"Lightspeed India, Saama Capital",2021-02-20,2021
BlackBuck,₹195.36 Cr,Foodtech,Bangalore,Karnataka,"Sequoia Capital India, Sequoia Capital",2017-08-19,2017
ONDC,₹3.28 Cr,SaaS,Gurgaon,Haryana,Blume Ventures,2025-11-29,2025
Zostel,₹10.29 Cr,Fintech,Bangalore,Karnataka,Chiratae Ventures,2020-05-30,2020
Infra.Market,₹184.88 Cr,E-Commerce,Lucknow,Uttar Pradesh,Kalaari Capital,2020-02-04,2020
OYO Rooms,₹72.03 Cr,E-Commerce,Thiruvananthapuram,Kerala,Indian Angel Network,2019-10-26,2019
Blu Smart Mobility,₹11.16 Cr,E-Commerce,Lucknow,Uttar Pradesh,Saama Capital,2022-12-07,2022
Scripbox,₹195.15 Cr,Logistics,Jaipur,Rajasthan,"Saama Capital, Chiratae Ventures",2024-03-12,2024
MyGlamm,₹95.38 Cr,E-Commerce,Bangalore,Karnataka,"Accel India, Fireside Ventures",2025-06-11,2025
