Startup Name,Amount_Cleaned,Amount_USD,Amount_INR_Numeric,Sector_Standardized,City,State_Standardized,Investors' Name,Funding_Stage,Date_Parsed,Year,Quarter,Month
Bounce,₹9.93 Cr,$1.48M,99336666.33563259,Foodtech,Hyderabad,Telangana,Bhavish Aggarwal,Seed,2016-12-11,2016,Q4,December
NinjaCart,₹277.20 Cr,$42.57M,2772037405.9487314,E-Commerce,Chennai,Tamil Nadu,Saama Capital,Series B,2017-11-04,2017,Q4,November
Grofers,₹9.01 Cr,$1.32M,90115481.24451967,E-Commerce,Delhi,Delhi,Sequoia Capital India,Seed,2018-07-29,2018,Q3,July
Zostel,₹452.30 Cr,$61.04M,4522967146.253544,Fintech,Surat,Gujarat,Andreessen Horowitz,Series B,2020-10-19,2020,Q4,October
Yulu,₹14.53 Cr,$2.06M,145306024.63138208,Mobility,Mumbai,Maharashtra,Indian Angel Network,Seed,2019-07-24,2019,Q3,July
Ather Energy,₹42.31 Cr,$5.38M,423134247.14277536,E-Commerce,Hyderabad,Telangana,Ritesh Agarwal,Series A,2022-11-11,2022,Q4,November
OkCredit,₹10.06 Cr,$1.43M,100599258.50088081,E-Commerce,Hyderabad,Telangana,Ratan Tata,Seed,2019-01-01,2019,Q1,January
ElasticRun,₹13.93 Cr,$1.67M,139349567.73875833,Gaming,Delhi,Delhi,Bhavish Aggarwal,Pre-Series A,2024-01-21,2024,Q1,January
Revolt Motors,₹8.09 Cr,$1.03M,80942223.68305928,Fintech,Gurgaon,Haryana,Falguni Nayar,Seed,2022-03-31,2022,Q1,March
Ultraviolette,₹32.32 Cr,$3.91M,323171427.81054294,Fintech,Gurgaon,Haryana,Chiratae Ventures,Series A,2023-05-20,2023,Q2,May
Country Delight,₹29.40 Cr,$4.00M,294000000.0,Healthtech,Indore,Madhya Pradesh,Falguni Nayar,Seed,2021-05-19,2021,Q2,May
CRED,₹4.41 Cr,$0.69M,44060429.84267635,Foodtech,Hyderabad,Telangana,Elevation Capital,Seed,2015-06-20,2015,Q2,June
Revolt Motors,₹11.29 Cr,$1.44M,112862441.96816126,Fintech,Chennai,Tamil Nadu,Nexus Venture Partners,Seed,2022-05-09,2022,Q2,May
Go Digit,₹6.81 Cr,$0.92M,68075243.63053384,Social Media,Bangalore,Karnataka,SAIF Partners,Seed,2020-06-11,2020,Q2,June
Chingari,₹76.05 Cr,$10.35M,760543004.0520949,Healthtech,Gurgaon,Haryana,Chiratae Ventures,Series A,2021-08-09,2021,Q3,August
Stable Money,₹8.47 Cr,$1.02M,84734668.66542476,E-Commerce,Delhi,Delhi,Blume Ventures,Seed,2024-08-08,2024,Q3,August
Shiprocket,₹294.00 Cr,$40.00M,2940000000.0,Foodtech,Chandigarh,Chandigarh,"SoftBank Vision Fund, Accel India",Bridge,2021-06-26,2021,Q2,June
Hike Messenger,₹100.24 Cr,$16.43M,1002418209.960485,E-Commerce,Pune,Maharashtra,"SAIF Partners, Ratan Tata",Series A,2014-01-27,2014,Q1,January
MyGlamm,₹24.34 Cr,$2.88M,243373478.2559084,E-Commerce,Bangalore,Karnataka,Accel India,Pre-Series A,2025-02-19,2025,Q1,February
Noise,₹7.48 Cr,$0.95M,74816140.21638294,E-Commerce,Hyderabad,Telangana,Lightspeed India,Seed,2022-03-11,2022,Q1,March
Vegrow,₹14.24 Cr,$1.81M,142375136.4886015,Gaming,Kolkata,West Bengal,Bhavish Aggarwal,Seed,2022-11-15,2022,Q4,November
Swiggy,₹6.46 Cr,$1.01M,64635148.88300716,Foodtech,Pune,Maharashtra,Nexus Venture Partners,Seed,2015-03-18,2015,Q1,March
SimplyNadu,₹32.68 Cr,$4.41M,326821687.1187967,SaaS,Gurgaon,Haryana,Matrix Partners India,Pre-Series A,2020-11-09,2020,Q4,November
MakeMyTrip,₹23.08 Cr,$5.05M,230841386.6493096,E-Commerce,Delhi,Delhi,SAIF Partners,Pre-Series A,2010-07-25,2010,Q3,July
Infra.Market,₹501.83 Cr,$67.72M,5018273008.253697,E-Commerce,Gurgaon,Haryana,"Naspers, Fireside Ventures",Series B,2020-12-29,2020,Q4,December
Jar,₹99.97 Cr,$13.60M,999654266.2631311,Healthtech,Kolkata,West Bengal,Binny Bansal,Series A,2021-04-28,2021,Q2,April
Slice,₹11.37 Cr,$1.38M,113727431.19883604,SaaS,Surat,Gujarat,Nexus Venture Partners,Pre-Series A,2023-09-22,2023,Q3,September
Upstox,₹3.98 Cr,$0.61M,39818264.33424484,Fintech,Ahmedabad,Gujarat,Fireside Ventures,Seed,2017-04-29,2017,Q2,April
OLX India,₹138.44 Cr,$25.91M,1384373792.0041127,E-Commerce,Bangalore,Karnataka,Coatue Management,Series A,2012-08-29,2012,Q3,August
Drivezy,₹337.85 Cr,$45.97M,3378533154.0444765,Social Media,Chennai,Tamil Nadu,"Elevation Capital, Accel India",Series B,2021-03-25,2021,Q1,March
BlackBuck,₹18.03 Cr,$2.64M,180304216.0472084,Foodtech,Bangalore,Karnataka,Fireside Ventures,Pre-Series A,2018-05-16,2018,Q2,May
Droom,₹12.41 Cr,$1.69M,124053528.76626389,Agritech,Mumbai,Maharashtra,Matrix Partners India,Seed,2021-03-24,2021,Q1,March
The HealthInsurance,₹16.12 Cr,$1.95M,161240250.59836927,Edtech,Chennai,Tamil Nadu,Matrix Partners India,Pre-Series A,2023-04-16,2023,Q2,April
Naukri,₹358.95 Cr,$67.17M,3589479557.4115653,E-Commerce,Chennai,Tamil Nadu,Lightspeed India,Series B,2012-12-18,2012,Q4,December
PhonePe,₹197.84 Cr,$29.44M,1978429461.7309525,E-Commerce,Kochi,Kerala,Nexus Venture Partners,Series B,2016-12-21,2016,Q4,December
Ather Energy,₹18.26 Cr,$2.99M,182649313.47029534,E-Commerce,Pune,Maharashtra,Binny Bansal,Pre-Series A,2014-01-21,2014,Q1,January
PolicyBazaar,₹14.18 Cr,$3.10M,141804225.2043567,E-Commerce,Bangalore,Karnataka,Elevation Capital,Pre-Series A,2010-11-28,2010,Q4,November
Portea Medical,₹938.42 Cr,$146.28M,9384173965.164902,E-Commerce,Hyderabad,Telangana,"Tencent, TPG Capital",Series C,2015-07-19,2015,Q3,July
Zostel,₹426.84 Cr,$62.41M,4268373181.600307,Fintech,Gurgaon,Haryana,"Accel India, Lightspeed India",Series B,2018-05-11,2018,Q2,May
FreshToHome,₹241.66 Cr,$28.60M,2416577010.261124,Fintech,Chennai,Tamil Nadu,Fireside Ventures,Series B,2025-01-13,2025,Q1,January
Cars24,₹314.97 Cr,$44.73M,3149696134.028951,Fintech,Bangalore,Karnataka,SAIF Partners,Series B,2019-07-14,2019,Q3,July
Country Delight,₹5.11 Cr,$0.73M,51055226.977828585,Healthtech,Chennai,Tamil Nadu,Fireside Ventures,Seed,2019-11-09,2019,Q4,November
WayCool,₹1268.48 Cr,$194.79M,12684750203.796764,Mobility,Chennai,Tamil Nadu,"Steadview Capital, Sequoia Capital India, Lightspeed Venture Partners, SoftBank Vision Fund, Accel India",Series C,2017-10-24,2017,Q4,October
BharatPe,₹9.29 Cr,$1.26M,92943919.2991202,Healthtech,Chennai,Tamil Nadu,Deepinder Goyal,Seed,2021-10-16,2021,Q4,October
Rivigo,₹344.82 Cr,$50.42M,3448224646.1202464,Foodtech,Chennai,Tamil Nadu,Andreessen Horowitz,Series B,2018-08-05,2018,Q3,August
FabHotels,₹17.66 Cr,$2.63M,176638666.76637465,SaaS,Pune,Maharashtra,Sachin Bansal,Pre-Series A,2016-09-03,2016,Q3,September
Bounce,₹60.44 Cr,$9.28M,604442547.8929455,Foodtech,Chennai,Tamil Nadu,Accel India,Series A,2017-04-11,2017,Q2,April
Josh,₹127.95 Cr,$15.49M,1279516487.218942,Fintech,Kochi,Kerala,Ratan Tata,Bridge,2023-02-15,2023,Q1,February
EarlySalary,₹10.52 Cr,$1.24M,105173458.24180797,Mobility,Delhi,Delhi,Kunal Shah,Seed,2025-12-14,2025,Q4,December
OLX India,₹135.91 Cr,$23.19M,1359131699.5385876,E-Commerce,Chennai,Tamil Nadu,"Accel Partners, Accel India",Series A,2013-01-11,2013,Q1,January
MoneyView,₹687.00 Cr,$82.52M,6870037702.412288,E-Commerce,Delhi,Delhi,"Sequoia Capital India, Andreessen Horowitz",Series B,2024-08-14,2024,Q3,August
KissanKraft,₹208.79 Cr,$24.71M,2087934128.6610684,Gaming,Ahmedabad,Gujarat,Blume Ventures,Series B,2025-06-09,2025,Q2,June
ElasticRun,₹6.67 Cr,$0.80M,66707839.31219908,Gaming,Kolkata,West Bengal,Kalaari Capital,Seed,2024-06-28,2024,Q2,June
Paytm First Games,₹46.86 Cr,$7.20M,468576170.56732684,Social Media,Bangalore,Karnataka,Saama Capital,Series A,2017-06-26,2017,Q2,June
Jar,₹229.97 Cr,$31.29M,2299662736.923887,Healthtech,Chennai,Tamil Nadu,Times Internet,Series B,2021-10-28,2021,Q4,October
CropIn,₹112.76 Cr,$13.34M,1127566459.6238232,Agritech,Gurgaon,Haryana,"Nexus Venture Partners, Peak XV Partners",Series B,2025-10-22,2025,Q4,October
Josh,₹115.07 Cr,$14.64M,1150733131.7429461,Fintech,Delhi,Delhi,"Vijay Shekhar Sharma, Lightspeed India",Series A,2022-07-23,2022,Q3,July
Moj,₹46.48 Cr,$5.58M,464786320.61949414,Edtech,Pune,Maharashtra,Nexus Venture Partners,Series A,2024-06-24,2024,Q2,June
Vogo,₹122.02 Cr,$16.60M,1220150043.6582491,Edtech,Hyderabad,Telangana,"Fireside Ventures, Matrix Partners India",Series A,2021-02-12,2021,Q1,February
Tractor Junction,₹41.90 Cr,$4.96M,419001653.1387094,Logistics,Chennai,Tamil Nadu,Kunal Shah,Pre-Series A,2025-04-17,2025,Q2,April
Milkbasket,₹324.72 Cr,$41.31M,3247213502.543966,E-Commerce,Bangalore,Karnataka,"Chiratae Ventures, Qualcomm Ventures",Series B,2022-04-19,2022,Q2,April
Sugar Cosmetics,₹10.56 Cr,$1.25M,105616511.72356303,Healthtech,Gurgaon,Haryana,Ritesh Agarwal,Seed,2025-02-08,2025,Q1,February
OfBusiness,₹157.12 Cr,$21.20M,1571192437.7397454,E-Commerce,Chandigarh,Chandigarh,"Lightspeed India, Steadview Capital",Series A,2020-11-15,2020,Q4,November
M2P Fintech,₹18.43 Cr,$2.23M,184267700.988297,Fintech,Mysore,Karnataka,Ratan Tata,Pre-Series A,2023-08-26,2023,Q3,August
KreditBee,₹87.43 Cr,$10.50M,874323677.999095,Healthtech,Coimbatore,Tamil Nadu,"Accel India, Vijay Shekhar Sharma",Series A,2024-12-23,2024,Q4,December
Xpressbees,₹24.88 Cr,$3.53M,248765970.0472302,Fintech,Vadodara,Gujarat,Nexus Venture Partners,Pre-Series A,2019-12-19,2019,Q4,December
PayTM,₹16.92 Cr,$2.47M,169243294.93335536,Mobility,Pune,Maharashtra,Accel India,Seed,2018-06-14,2018,Q2,June
InShorts,₹29.12 Cr,$3.96M,291160608.0040856,SaaS,Gurgaon,Haryana,Kalaari Capital,Pre-Series A,2021-12-22,2021,Q4,December
MyGlamm,₹13.36 Cr,$1.58M,133597517.55352908,E-Commerce,Mumbai,Maharashtra,Falguni Nayar,Seed,2025-10-07,2025,Q4,October
ElasticRun,₹80.96 Cr,$9.80M,809586587.6572111,Gaming,Kolkata,West Bengal,Mumbai Angels,Series A,2023-07-26,2023,Q3,July
MyGlamm,₹25.40 Cr,$3.05M,254004410.9463892,E-Commerce,Vadodara,Gujarat,Falguni Nayar,Seed,2024-06-04,2024,Q2,June
The Ken,₹18.42 Cr,$2.34M,184161495.98046663,E-Commerce,Hyderabad,Telangana,Accel India,Pre-Series A,2022-04-25,2022,Q2,April
Shopclues,₹195.36 Cr,$30.00M,1953600000.0000002,SaaS,Mumbai,Maharashtra,"Coatue Management, Peak XV Partners",Series C,2017-05-28,2017,Q2,May
Niyo,₹315.57 Cr,$37.91M,3155700211.6763783,Fintech,Gurgaon,Haryana,"Andreessen Horowitz, Nexus Venture Partners",Series B,2024-02-28,2024,Q1,February
Zebronics,₹32.13 Cr,$3.89M,321331967.7296835,E-Commerce,Hyderabad,Telangana,Elevation Capital,Series A,2023-10-15,2023,Q4,October
Go Digit,₹96.25 Cr,$13.67M,962518663.65726,Social Media,Gurgaon,Haryana,"Matrix Partners India, Mumbai Angels",Series A,2019-06-26,2019,Q2,June
Swiggy,₹12.93 Cr,$1.92M,129271682.45465012,Foodtech,Chennai,Tamil Nadu,Kalaari Capital,Pre-Series A,2016-03-14,2016,Q1,March
AgroStar,₹3.46 Cr,$0.51M,34570348.19439446,Foodtech,Hyderabad,Telangana,Deepinder Goyal,Seed,2016-11-11,2016,Q4,November
Razorpay,₹557.58 Cr,$85.62M,5575844595.653511,Fintech,Kochi,Kerala,"Sequoia Capital India, SAIF Partners",Debt,2017-02-05,2017,Q1,February
Unacademy,₹186.51 Cr,$27.75M,1865088127.1197,Fintech,Gurgaon,Haryana,Lightspeed Venture Partners,Series B,2016-12-27,2016,Q4,December
CarWale,₹86.78 Cr,$13.33M,867801513.0083506,SaaS,Bangalore,Karnataka,Chiratae Ventures,Series A,2017-07-26,2017,Q3,July
Plum Insurance,₹65.69 Cr,$7.89M,656916688.8527828,Foodtech,Indore,Madhya Pradesh,Fireside Ventures,Series A,2024-10-28,2024,Q4,October
HealthifyMe,₹9.14 Cr,$1.34M,91446754.36805892,E-Commerce,Kolkata,West Bengal,Peak XV Partners,Seed,2018-06-28,2018,Q2,June
Meesho,₹12.58 Cr,$1.84M,125818746.19897962,E-Commerce,Pune,Maharashtra,Indian Angel Network,Seed,2018-07-07,2018,Q3,July
Swiggy,₹61.57 Cr,$9.45M,615650503.952394,Foodtech,Vadodara,Gujarat,Ritesh Agarwal,Series A,2017-05-31,2017,Q2,May
ElasticRun,₹106.53 Cr,$14.38M,1065341263.993765,Gaming,Bangalore,Karnataka,Saama Capital,Series A,2020-07-23,2020,Q3,July
Digit Insurance,₹6.30 Cr,$0.94M,63037452.69853388,Healthtech,Gurgaon,Haryana,Kunal Shah,Seed,2016-04-28,2016,Q2,April
KissanKraft,₹46.22 Cr,$5.55M,462170125.09056574,Gaming,Chennai,Tamil Nadu,Lightspeed India,Series A,2024-11-21,2024,Q4,November
Mamaearth,₹127.79 Cr,$15.12M,1277890451.334096,Edtech,Bangalore,Karnataka,Accel India,Series A,2025-03-13,2025,Q1,March
CarDekho,₹140.58 Cr,$18.97M,1405804526.5569332,E-Commerce,Coimbatore,Tamil Nadu,Indian Angel Network,Series A,2020-02-15,2020,Q1,February
Milkbasket,₹854.15 Cr,$108.67M,8541516921.791918,E-Commerce,Hyderabad,Telangana,"Sequoia Capital India, Tiger Global",Series C,2022-07-01,2022,Q3,July
Flipkart,₹11.28 Cr,$1.76M,112791835.60804355,E-Commerce,Indore,Madhya Pradesh,Kalaari Capital,Seed,2015-04-24,2015,Q2,April
Ather Energy,₹125.79 Cr,$14.89M,1257893933.2068076,E-Commerce,Coimbatore,Tamil Nadu,Deepinder Goyal,Series A,2025-06-11,2025,Q2,June
TaxiForSure,₹213.55 Cr,$36.44M,2135451486.7173598,E-Commerce,Pune,Maharashtra,"Saama Capital, Tiger Global",Series C,2013-03-20,2013,Q1,March
FamPay,₹286.90 Cr,$34.46M,2868958858.634788,Fintech,Hyderabad,Telangana,"SoftBank Vision Fund, Tencent",Series B,2024-08-23,2024,Q3,August
Flipkart Quick,₹23.35 Cr,$2.80M,233465293.37784716,SaaS,Mumbai,Maharashtra,Fireside Ventures,Pre-Series A,2024-08-28,2024,Q3,August
Chingari,₹14.97 Cr,$2.13M,149699988.7558758,Healthtech,Chennai,Tamil Nadu,SAIF Partners,Seed,2019-02-13,2019,Q1,February
Zappfresh,₹60.07 Cr,$7.22M,600705515.5721551,Gaming,Mumbai,Maharashtra,SAIF Partners,Bridge,2024-06-01,2024,Q2,June
FreshToHome,₹41.87 Cr,$5.33M,418716986.7301461,Fintech,Kolkata,West Bengal,Accel India,Series A,2022-11-20,2022,Q4,November
Rapido,₹222.30 Cr,$30.00M,2223000000.0,E-Commerce,Lucknow,Uttar Pradesh,Naspers,Series A,2020-08-28,2020,Q3,August
Digit Insurance,₹4.42 Cr,$0.60M,44192011.185231864,Healthtech,Chandigarh,Chandigarh,Peak XV Partners,Seed,2021-02-19,2021,Q1,February
CredAvenue,₹12.48 Cr,$1.59M,124776799.49731416,Mobility,Pune,Maharashtra,Kalaari Capital,Seed,2022-07-10,2022,Q3,July
Zetwerk,₹741.00 Cr,$100.00M,7409999999.999999,Foodtech,Bangalore,Karnataka,"Andreessen Horowitz, Naspers",Series B,2020-08-11,2020,Q3,August
Haptik,₹5.00 Cr,$0.74M,49960541.53903996,Mobility,Hyderabad,Telangana,Fireside Ventures,Seed,2016-09-05,2016,Q3,September
CRED,₹256.00 Cr,$38.10M,2559994947.256354,Foodtech,Hyderabad,Telangana,"Saama Capital, Lightspeed Venture Partners",Series B,2016-06-16,2016,Q2,June
Zetwerk,₹58.43 Cr,$8.30M,584335990.762399,Foodtech,Chandigarh,Chandigarh,Lightspeed India,Bridge,2019-11-10,2019,Q4,November
Treebo,₹127.43 Cr,$19.57M,1274279398.788278,Logistics,Ahmedabad,Gujarat,"Saama Capital, Peak XV Partners",Bridge,2017-08-08,2017,Q3,August
Jupiter,₹167.79 Cr,$22.83M,1677884587.3740802,Foodtech,Gurgaon,Haryana,Accel Partners,Bridge,2021-05-29,2021,Q2,May
Upstox,₹55.31 Cr,$8.62M,553137359.248312,Fintech,Pune,Maharashtra,Indian Angel Network,Series A,2015-02-03,2015,Q1,February
Zetwerk,₹45.86 Cr,$6.51M,458586249.88209444,Foodtech,Thiruvananthapuram,Kerala,Elevation Capital,Series A,2019-10-22,2019,Q4,October
Jupiter,₹18.17 Cr,$2.45M,181735029.87208498,Foodtech,Chennai,Tamil Nadu,Chiratae Ventures,Pre-Series A,2020-11-02,2020,Q4,November
Dream11,₹155.61 Cr,$21.17M,1556073578.5395722,Edtech,Jaipur,Rajasthan,"Wipro Ventures, Steadview Capital",Series B,2021-11-03,2021,Q4,November
CredAvenue,₹105.07 Cr,$12.62M,1050666660.8888916,Mobility,Vadodara,Gujarat,"Matrix Partners India, Kalaari Capital",Series B,2024-10-15,2024,Q4,October
Roposo,₹36.22 Cr,$4.61M,362166298.59133273,E-Commerce,Gurgaon,Haryana,Lightspeed India,Series A,2022-08-23,2022,Q3,August
Nykaa Fashion,₹683.70 Cr,$80.91M,6837036108.832266,SaaS,Kochi,Kerala,"Reliance Ventures, Fireside Ventures, Lightspeed Venture Partners",Series C,2025-12-21,2025,Q4,December
Milkbasket,₹422.70 Cr,$57.51M,4227001845.6094055,E-Commerce,Hyderabad,Telangana,Infosys Innovation Fund,Series B,2021-01-29,2021,Q1,January
Pilgrim,₹3.55 Cr,$0.45M,35535050.63902087,Deeptech,Chandigarh,Chandigarh,Binny Bansal,Seed,2022-12-07,2022,Q4,December
Blue Smart,₹8.03 Cr,$1.02M,80330077.62178886,Fintech,Delhi,Delhi,SAIF Partners,Seed,2022-07-29,2022,Q3,July
Dunzo Daily,₹1.74 Cr,$0.25M,17415716.004152212,SaaS,Mumbai,Maharashtra,SAIF Partners,Seed,2019-05-01,2019,Q2,May
Purplle,₹223.69 Cr,$26.47M,2236936972.520993,Foodtech,Mumbai,Maharashtra,Kalaari Capital,Series B,2025-09-07,2025,Q3,September
Apna,₹114.89 Cr,$15.51M,1148924987.7992513,Foodtech,Kochi,Kerala,"Falguni Nayar, Chiratae Ventures",Series A,2020-04-16,2020,Q2,April
Pepperfry,₹1682.11 Cr,$258.31M,16821105887.741531,E-Commerce,Bangalore,Karnataka,"Nexus Venture Partners, Multiples Alternate Asset Management, KKR India, Sequoia Capital",Series C,2017-02-11,2017,Q1,February
Freecharge,₹46.08 Cr,$7.55M,460818708.8627698,E-Commerce,Chennai,Tamil Nadu,Deepinder Goyal,Pre-Series A,2014-06-12,2014,Q2,June
CredAvenue,₹9.53 Cr,$1.13M,95298706.72679721,Mobility,Chennai,Tamil Nadu,Indian Angel Network,Seed,2025-07-01,2025,Q3,July
Treebo,₹73.64 Cr,$10.46M,736418674.662619,Logistics,Delhi,Delhi,"Blume Ventures, Ratan Tata",Series A,2019-08-27,2019,Q3,August
BankBazaar,₹7.79 Cr,$1.33M,77875427.37365793,E-Commerce,Gurgaon,Haryana,Ritesh Agarwal,Seed,2013-08-18,2013,Q3,August
BYJU'S,₹1605.92 Cr,$234.82M,16059215080.2704,Foodtech,Gurgaon,Haryana,"General Atlantic, Nexus Venture Partners",Series C,2018-03-13,2018,Q1,March
Acko,₹32.49 Cr,$4.61M,324930059.4875794,E-Commerce,Chandigarh,Chandigarh,Nexus Venture Partners,Series A,2019-09-01,2019,Q3,September
BharatMatrimony,₹22.07 Cr,$3.44M,220677493.76860777,E-Commerce,Hyderabad,Telangana,Lightspeed India,Pre-Series A,2015-01-11,2015,Q1,January
boAt,₹966.58 Cr,$114.39M,9665783701.61407,Logistics,Pune,Maharashtra,"Chiratae Ventures, Blackstone, Sequoia Capital",Series C,2025-11-21,2025,Q4,November
Shiprocket,₹23.35 Cr,$3.18M,233464630.913549,Foodtech,Delhi,Delhi,Nexus Venture Partners,Seed,2021-01-14,2021,Q1,January
Rapido,₹10.07 Cr,$1.50M,100718376.45562294,E-Commerce,Chennai,Tamil Nadu,Blume Ventures,Seed,2016-07-05,2016,Q3,July
Vegrow,₹253.50 Cr,$30.00M,2535000000.0,Gaming,Indore,Madhya Pradesh,"Steadview Capital, Aditya Birla Ventures",Series C,2025-07-23,2025,Q3,July
Mobile Premier League,₹1326.50 Cr,$180.48M,13264992177.741596,Foodtech,Delhi,Delhi,"General Atlantic, Accel Partners",Series C,2021-09-05,2021,Q3,September
Shopclues,₹7.48 Cr,$1.17M,74808297.26617688,SaaS,Chennai,Tamil Nadu,Falguni Nayar,Seed,2015-08-22,2015,Q3,August
Ditto Insurance,₹102.79 Cr,$12.16M,1027889849.6052392,Logistics,Delhi,Delhi,"Accel India, Kalaari Capital",Series A,2025-03-11,2025,Q1,March
Go Digit,₹420.80 Cr,$57.25M,4207988330.9887385,Social Media,Gurgaon,Haryana,"Sequoia Capital, Naspers",Series B,2021-03-21,2021,Q1,March
OkCredit,₹220.50 Cr,$30.00M,2205000000.0,E-Commerce,Gurgaon,Haryana,"Elevation Capital, Tencent",Series A,2021-09-13,2021,Q3,September
Treebo,₹419.81 Cr,$59.62M,4198098872.4638343,Logistics,Delhi,Delhi,Sequoia Capital,Series B,2019-03-13,2019,Q1,March
HealthifyMe,₹116.93 Cr,$17.40M,1169332067.442851,E-Commerce,Coimbatore,Tamil Nadu,Saama Capital,Series A,2016-04-04,2016,Q2,April
Cure.fit,₹103.24 Cr,$15.36M,1032354302.0701971,Mobility,Jaipur,Rajasthan,"Sequoia Capital India, Kalaari Capital",Series B,2016-05-22,2016,Q2,May
Ather Energy,₹31.93 Cr,$3.78M,319298489.35097164,E-Commerce,Surat,Gujarat,Deepinder Goyal,Pre-Series A,2025-10-10,2025,Q4,October
Shadowfax,₹4.42 Cr,$0.66M,44234291.922737874,SaaS,Chennai,Tamil Nadu,Elevation Capital,Seed,2016-10-26,2016,Q4,October
Scripbox,₹3.92 Cr,$0.47M,39218730.2594584,Logistics,Lucknow,Uttar Pradesh,Blume Ventures,Seed,2023-07-12,2023,Q3,July
Lybrate,₹87.63 Cr,$13.66M,876285547.7360702,Fintech,Mumbai,Maharashtra,"Vijay Shekhar Sharma, Fireside Ventures",Series B,2015-12-07,2015,Q4,December
Revolt Motors,₹43.88 Cr,$5.31M,438846095.86639005,Fintech,Gurgaon,Haryana,Falguni Nayar,Series A,2023-06-22,2023,Q2,June
Shiprocket,₹52.57 Cr,$8.07M,525745374.46143603,Foodtech,Mumbai,Maharashtra,Vijay Shekhar Sharma,Series A,2017-11-10,2017,Q4,November
Purplle,₹18.73 Cr,$2.25M,187253516.65327832,Foodtech,Hyderabad,Telangana,Elevation Capital,Pre-Series A,2024-12-27,2024,Q4,December
DailyHunt,₹23.66 Cr,$3.22M,236630525.60870308,Fintech,Pune,Maharashtra,Bhavish Aggarwal,Seed,2021-10-05,2021,Q4,October
OkCredit,₹9.45 Cr,$1.29M,94547619.08318871,E-Commerce,Chennai,Tamil Nadu,Nexus Venture Partners,Seed,2021-04-14,2021,Q2,April
Pepperfry,₹624.15 Cr,$92.88M,6241538288.038897,E-Commerce,Lucknow,Uttar Pradesh,"Tiger Global, Blume Ventures, Naspers",Series B,2016-11-23,2016,Q4,November
Vegrow,₹102.25 Cr,$12.28M,1022462449.6145313,Gaming,Delhi,Delhi,"Nexus Venture Partners, Sequoia Capital India",Series A,2024-05-18,2024,Q2,May
Dunzo,₹174.77 Cr,$26.01M,1747740960.8774211,SaaS,Delhi,Delhi,General Atlantic,Series B,2016-02-21,2016,Q1,February
ET Money,₹9.97 Cr,$1.27M,99716530.66253681,Agritech,Chandigarh,Chandigarh,Matrix Partners India,Pre-Series A,2022-01-28,2022,Q1,January
Revolt Motors,₹4.68 Cr,$0.60M,46813200.717108496,Fintech,Kolkata,West Bengal,Accel India,Seed,2022-12-25,2022,Q4,December
Zetwerk,₹18.55 Cr,$2.85M,185497043.84579358,Foodtech,Chennai,Tamil Nadu,Sachin Bansal,Pre-Series A,2017-10-07,2017,Q4,October
OkCredit,₹418.70 Cr,$56.97M,4187025447.6913333,E-Commerce,Mysore,Karnataka,Alibaba,Series B,2021-03-13,2021,Q1,March
Revv,₹101.16 Cr,$14.37M,1011637938.8355742,Fintech,Pune,Maharashtra,Ritesh Agarwal,Series A,2019-03-03,2019,Q1,March
Ather Energy,₹113.29 Cr,$18.56M,1132869724.3576632,E-Commerce,Kochi,Kerala,"Indian Angel Network, Chiratae Ventures",Series A,2014-01-17,2014,Q1,January
Ninjacart,₹45.94 Cr,$5.52M,459405876.53959495,Mobility,Nagpur,Maharashtra,Ratan Tata,Pre-Series A,2024-05-24,2024,Q2,May
DeHaat,₹69.27 Cr,$8.20M,692689291.4401716,E-Commerce,Bangalore,Karnataka,Deepinder Goyal,Series A,2025-06-13,2025,Q2,June
Infra.Market,₹431.92 Cr,$58.76M,4319218826.015951,E-Commerce,Pune,Maharashtra,"Matrix Partners India, Naspers, Kalaari Capital",Series B,2021-12-28,2021,Q4,December
Zappfresh,₹11.46 Cr,$1.56M,114564841.39226814,Gaming,Delhi,Delhi,Bhavish Aggarwal,Pre-Series A,2021-09-29,2021,Q3,September
BluSmart,₹2.42 Cr,$0.31M,24249966.848178983,Social Media,Kochi,Kerala,Sachin Bansal,Seed,2022-02-09,2022,Q1,February
ElasticRun,₹24.33 Cr,$3.28M,243305104.72600776,Gaming,Coimbatore,Tamil Nadu,Chiratae Ventures,Bridge,2020-03-29,2020,Q1,March
OYO Rooms,₹40.48 Cr,$5.92M,404782372.68958235,E-Commerce,Chennai,Tamil Nadu,Elevation Capital,Pre-Series A,2018-06-29,2018,Q2,June
Simple Energy,₹130.53 Cr,$15.68M,1305314757.6343708,Fintech,Delhi,Delhi,Lightspeed India,Series B,2024-11-14,2024,Q4,November
Paytm First Games,₹22.85 Cr,$3.11M,228548677.82129246,Social Media,Thiruvananthapuram,Kerala,Ritesh Agarwal,Seed,2021-10-08,2021,Q4,October
JustDial,₹39.28 Cr,$6.70M,392834742.32208586,E-Commerce,Kolkata,West Bengal,Accel India,Series A,2013-07-28,2013,Q3,July
Mobile Premier League,₹10.38 Cr,$1.52M,103788567.8000965,Foodtech,Gurgaon,Haryana,Saama Capital,Seed,2018-06-06,2018,Q2,June
