Sr. No.,Date(dd/mm/yyyy),Startup Name,Industry Vertical,City / Location,Investors’ Name,InvestmentType,Amount (in USD),Remarks,Industry/ Vertical,Sub-Vertical,Invest-mentType,Date,Industry/Vertical,City,Investor Name,Investment Type,Amount(in USD),Unnamed: 0,Founding Date,Founders,Investors,Investment Stage,0,1,2,3,4,5,6,7,8,Amount_Cleaned,Date_Parsed,Year,Sector_Standardized,State_Standardized
,,Vanity Wagon,,,,,,,,Vanity Wagon is India's first true information oriented clean beauty marketplace.,,,Consumer Goods,New Delhi,,,$700000,118.0,2018,"Prateek, Naina Ruhail, Sahil Shreshtha",Inflection Point Ventures,Pre-series A,,,,,,,,,,,,,,
,,Purplle,,,,,,,,Purplle.com is one of India’s largest e-beauty destinations with more than 7 million monthly active users.,,,E-commerce,Mumbai,,,$70000000,119.0,2012,"Rahul Dash, Manish Taneja",Kedaara,,,,,,,,,,,,,,,
,,Wallmantra,,,,,,,,WallMantra is a well reputed wall decoration online store in India.,,,Arts & Crafts,Noida,,,$Undisclosed,120.0,2013,Shivam Agarwal,Velocity,,,,,,,,,,,,,,,
,,MFine,,,,,,,,"MFine aims to make access to trusted healthcare simple, fast, and effective.",,,Hospital & Health Care,Bangalore,,,$48000000,0.0,2017,"Prasad Kompalli, Ashutosh Lawania","Moore Strategic Ventures, BEENEXT",Series C,,,,,,,,,,,,,,
,,Aquatein,,,,,,,,India's First Protein Water in 21g and 10g Variants with BCAA.,,,Food & Beverages,Mumbai,,,$Undisclosed,1.0,2019,"Ananth B Prabhala, Mitisha Mehta",Eaglewings Ventures,Seed,,,,,,,,,,,,,,
,,Mentza,,,,,,,,"Make great conversations accessible to everyone through a vibrant, small, safe, and easy real-time audio platform",,,E-learning,Mumbai,,,$400000,2.0,2020,"Anurag Vaish, Tapasi Mittal, Fareesh Vijayarangam, Anand Parameswaran, Divya Balakrishnan",Inflection Point Ventures,Seed,,,,,,,,,,,,,,
,,ConnectedH,,,,,,,,Connect different sectors of healthcare system and give the patients complete control over their information.,,,Hospital & Health Care,Gurugram,,,$2300000,3.0,2018,"Shubham Gupta, Rahul Kumar, Suresh Singh","Kalaari Capital, Incubate Fund India",Seed,,,,,,,,,,,,,,
,,CredAvenue,,,,,,,,CredAvenue is an organization on a mission to deepen and power the $120Trillion global enterprise debt market which would unlock a GDP multiplier and thus create massive economic value.,,,FinTech,Chennai,,,$90000000,4.0,2017,Gaurav Kumar,"Sequoia Capital, Lightspeed, TVS Capital Funds",Series A,,,,,,,,,,,,,,
,,Vedantu,,,,,,,,Vedantu is a LIVE online learning platform that brings together students and teachers to achieve best results.,,,E-learning,Bangalore,,,$100000000,5.0,2011,"Vamsi Krishna, Pulkit Jain, Saurabh Saxena, Anand Prakash",ABC World Asia,Series E,,,,,,,,,,,,,,
,,Exotel,,,,,,,,"Asia's largest customer engagement platform, streamlining customer interactions for Swiggy, Ola, Flipkart, GoJek etc.",,,Telecommunications,Bangalore,,,$35000000,6.0,2011,"Shivakumar Ganesan, Ishwar Sridharan, Siddharth Ramesh, Vijay Sharma","IIFL AMC, Sistema Asia Fund, CX Partners, Singularity Growth Opportunities Fund",Series C,,,,,,,,,,,,,,
,,Fantasy Akhada,,,,,,,,Fantasy Akhada is one of India's fastest growing Fantasy Sports Platform.,,,sports,Gurugram,,,$2000000,7.0,2020,"Amit Purohit, Sumit Kumar Jha",Prime Securities Limited,Series A,,,,,,,,,,,,,,
,,Meesho,,,,,,,,Meesho is India’s largest marketplace for longtail products.,,,Social commerce,Bangalore,,,$570000000,8.0,2015,"Sanjeev Barnwal, Vidit Aatrey","Fidelity, B Capital",,,,,,,,,,,,,,,
,,PumPumPum,,,,,,,,Pumpumpum is empowering millennials with a smart car subscription model. We provide monthly subscription of pre-owned cars at affordable rates.,,,Automotive,Gurugram,,,$Undisclosed,9.0,2018,Tarun Lawadia,LC Nueva AIF,,,,,,,,,,,,,,,
,,Cusmat,,,,,,,,CUSMAT is India’s largest immersive skilling and training platform.,,,Computer Software,Hyderabad,,,$100000,10.0,2016,"Abhinav Ayan, Anirban Jyoti Chakravorty",We Founder Circle,Pre-series A,,,,,,,,,,,,,,
,,Homeville,,,,,,,,A technology company focused on helping people buy their first home with down payment assistance at zero interest cost.,,,Information Technology & Services,Mumbai,,,$7000000,11.0,2017,Madhusudan Sharma,"9Unicorns, Varanium NexGen Fund",,,,,,,,,,,,,,,
,,Coinshift,,,,,,,,CoinShift helps businesses and decentralised autonomous organisations (DAO's) manage their crypto easily,,,Blockchain,Chandigarh,,,$2500000,12.0,2021,Tarun Gupta,"Sequoia Capital, Sandeep Nailwal",Seed,,,,,,,,,,,,,,
,,Strip Finance,,,,,,,,Collateralised NFT & DeFi Liquidity Protocol With Interest Rate Discovery.,,,Financial Services,Hyderabad,,,$400000,13.0,2021,"Varun Satyam, Yuvraj Chhibber, Yash Jejani","Old Fashion Research, Nothing Research, Tenzor capital",Seed,,,,,,,,,,,,,,
,,Ola Electric,,,,,,,,Charging ahead to accelerate the world’s transition to sustainable mobility.,,,Automotive,Bangalore,,,$200000000,14.0,2017,Bhavish Aggarwal,"Falcon Edge, Softbank",,,,,,,,,,,,,,,
,,Kolo,,,,,,,,Home construction app for finding ideas and service providers near you,,,Construction,Bangalore,,,$550000,15.0,2020,"Pranav Garg, Jery Althaf",Better Capital,Pre-seed,,,,,,,,,,,,,,
,,Chqbook,,,,,,,,"Chqbook.com is India’s first neobank for small business owners offering world-class financial services through its five pillars of banking, khata, lending, insurance, and rewards.",,,FinTech,Gurugram,,,$5000000,16.0,2017,"Vipul Sharma, Rajat Kumar, Sachin Arora","Aavishkaar Capital, Rajiv Dadlani Group",Pre-series B,,,,,,,,,,,,,,
,,My3DSelfie,,,,,,,,World's first to create 3d figurine from photos,,,Arts & Crafts,Guwahati,,,$Undisclosed,17.0,2016,Harsha P Deka,"NEVF, AccelNest",Pre-series A,,,,,,,,,,,,,,
,,EV Plugs,,,,,,,,EV charging station aggregator platform,,,Information Technology & Services,Gurugram,,,$150000,18.0,2021,"Manish Narang, Kapil Narang, Ashwani Arora",,,,,,,,,,,,,,,,
,,Rulezero,,,,,,,,"Rulezero is a legal/fintech startup reimagining private markets by building an intelligent platform that enables stakeholder participation and capital flow in a transparent, efficient and compliant manner.",,,Financial Services,Bangalore,,,$2500000,19.0,2019,"Satish Mugulavalli, Srinivas Katta",The Treasury,Seed,,,,,,,,,,,,,,
,,CredRight,,,,,,,,"CredRight is a new age digital lending company 100% focused on Micro & Small businesses, making the process of availing loans simple",,,Financial Services,Hyderabad,,,$2700000,20.0,2016,Neeraj Bansal,"9Unicorns, Spearhead Capital, Venture Catalysts",,,,,,,,,,,,,,,
,,Karbon Card,,,,,,,,"Empower Indian startups by creating the right financial products starting with a high-limit corporate credit card with unlimited benefits, no personal liability and no fixed deposit.",,,FinTech,Bangalore,,,$12000000,21.0,2019,"Pei-fu Hsieh, Amit Jangir, Kartik Jain, Sunil Sinha","Ramp, Rainfall Ventures, Roka Works, Y Combinator",Pre-series A,,,,,,,,,,,,,,
,,Auntie Fung,,,,,,,,Serving delectable and eclectic pan-Asian fare to all foodies in a quick-service & healthy format,,,Food & Beverages,Bangalore,,,$400000,22.0,2015,"Satrajit Das, Subhradeep Bhowmik",India Angel Network,,,,,,,,,,,,,,,
,,ePayLater,,,,,,,,ePaylater is a payment solution that aims to separate the experience of shopping from the hassles of payment process.,,,Financial Services,Mumbai,,,$10000000,23.0,2015,"Aurko Bhattacharya, Akshat Saxena","Responsibility, Blue Ashva Capital, Pravega Ventures",Series B,,,,,,,,,,,,,,
,,Fittr,,,,,,,,"FITTR’s mission is to reach out to 50 million people and make them fit, create jobs in the fitness industry, teach people how easy it is to stay fit and move together as a Wolfpack.",,,"Health, Wellness & Fitness",Pune,,,$11000000,24.0,2016,"Rohit Chattopadhyay, Jitendra Chouksey, Suniel Shetty, Sonal Singh, Bala Dabbedi","Dream Capital, Elysian Park Ventures",Series A,,,,,,,,,,,,,,
,,Medikabazaar,,,,,,,,"Medikabazaar, India’s pioneering and largest online B2B marketspace for medical supplies and equipment.",,,Healthtech,Mumbai,,,$75000000,25.0,2014,"Vivek Tiwari, Ketan Malkan","CDC Group, Creaegis",Series C,,,,,,,,,,,,,,
,,Nimble Growth Organics,,,,,,,,Nimble Growth Organics is the new age Agri startup which through its proprietary package of practice (PoP) cultivates organic fruits & vegetables and ensure that authentic food reaches plate.,,,Farming,Bangalore,,,$Undisclosed,26.0,2016,"Rahul Saria, Nagendra Kalkuli, Abhisek Bhagchandka, Pradeep Kumar ML",,Seed,,,,,,,,,,,,,,
,,Delhivery,,,,,,,,Delhivery is a leading logistics and supply chain services company in India.,,,Logistics & Supply Chain,Gurugram,,,$125000000,27.0,2011,Sahil Barua,"Lee Fixel’s venture capital firm, Addition",,,,,,,,,,,,,,,
,,Akudo,,,,,,,,A Learning-First Neobank for teenagers - Enable practical financial education for child today,,,Financial Services,Bangalore,,,$4200000,28.0,2020,"Lavika Aggarwal, Sajal Khanna, Jgaveer Gandhi","Y Combinator, JAFCO Asia, Incubate Fund India, marquee angels",Seed,,,,,,,,,,,,,,
,,Sanctum Wealth,,,,,,,,Sanctum is an Indian wealth management firm which has acquired RBS India’s Private Banking business.,,,Investment Management,Mumbai,,,$10000000,29.0,2016,Shiv Gupta,The Xander Group,,,,,,,,,,,,,,,
,,88academics,,,,,,,,88academics an 88tuition Pte Ltd has been established with the social objective of making quality video-based learning material available to all students.,,,Education,New Delhi,,,$3000000,30.0,2018,Anil Ahuja,Aarin Capital,Pre-series A,,,,,,,,,,,,,,
,,Upgame,,,,,,,,Upgame is the leading data intelligence and practice tracking platform for golfers,,,sports,Gurugram,,,$Undisclosed,31.0,2017,Sameer Sawhney,"James Milner, Adam Lallana",,,,,,,,,,,,,,,
,,Sanfe,,,,,,,,India’s revolutionary feminine hygiene and period care brand that strives to build a better world for women.,,,"Health, Wellness & Fitness",New Delhi,,,$1000000,32.0,2018,"Archit Aggarwal, Harry Sehrawat","LetsVenture, Ajay Garg, Tarun Sharma",Series A,,,,,,,,,,,,,,
,,PredictiVu,,,,,,,,"PredictiVu's AI-enabled dashboard integrated with India's largest, proprietary, weekly consumer purchase data, market intelligence and web insights",,,Management Consulting,Gurugram,,,$1500000,33.0,2020,,Kunal Sarkar,Pre-seed,,,,,,,,,,,,,,
,,Sterling Accuris Wellness,,,,,,,,"STERLING ACCURIS WELLNESS PRIVATE LIMITED is a hospital & health care company based out of 3-FLOOR HERITAGE COMPLEX, NR.",,,Hospital & Health Care,Ahmedabad,,,$30000000,34.0,2016,Girish Patel,Morgan Stanley Private Equity Asia,,,,,,,,,,,,,,,
,,Bijnis,,,,,,,,Bijnis is revolutionizing the way manufacturers operate and scale their factories by digitizing their Demand/Supply/Captial/Operations.,,,B2B startup,New Delhi,,,$30000000,35.0,2015,"Siddharth, Chaitanya Rathi, Siddharth Rastogi, Shubham Agarwal",Westbridge Capital,Series B,,,,,,,,,,,,,,
,,Capital Float,,,,,,,,India's leading BNPL and digital credit platform serving millions of aspirational individuals.,,,Financial Services,Bangalore,,,$50000000,36.0,2013,"Sashank Rishyasringa, Gaurav Hinduja",Lightrock India,,,,,,,,,,,,,,,
,,Manch Technologies,,,,,,,,"A Single Click Work Flow E-Sign solution to conduct speedy, accurate, efficient transactions through a “cash-less, presence-less, paperless” framework.",,,Information Technology & Services,Bangalore,,,$1000000,37.0,2017,Suresh Anantpurkar,Bharat Inclusion,Pre-series A,,,,,,,,,,,,,,
,,Sochcast,,,,,,,,"CA Harvinderjit Singh Bhatia, Garima Surana, Anil Srivatsa",,,Sochcast is an Audio experiences company that give the listener and creators an Immersive Audio experience,Online Media	#REF!,,,,38.0,2020,"Vinners, Raj Nayak, Amritaanshu Agrawal",$Undisclosed,,,,,,,,,,,,,,,
,,Glamyo Health,,,,,,,,Glamyo Health is an advanced healthcare co delivering a seamless experience for elective surgeries.,,,Hospital & Health Care,New Delhi,,,$3000000,39.0,2019,"Archit Garg, Dr Preet Pal Thakur",Ananta Capital,Series A,,,,,,,,,,,,,,
,,CashBook,,,,,,,,"CashBook is a digital record-keeping app using which businesses can add entries, segregate records, and find overall balance instantly.",,,FinTech,Gurugram,,,$2300000,40.0,2020,"Vivek, Ashutosh Pathak","JAM, Better Tomorrow Ventures",Seed,,,,,,,,,,,,,,
,,The Money Club,,,,,,,,The Money Club is a mobile platform for peer to peer chit funds.,,,Financial Services,Noida,,,$1700000,41.0,2016,"Manuraj Jain, Surajit Ra","SOSV, Venture Catalysts",Pre-series A,,,,,,,,,,,,,,
,,SuperZop,,,,,,,,SuperZop is India's first and only vernacular B2B Grocery e-commerce platform that is transforming the unorganized retail sector.,,,Retail,Mumbai,,,$4000000,42.0,2016,"Raghuveer Allada, Prithwi Singh, Darshan Krishnamurthy",Incofin’s India Progress Fund,Series A,,,,,,,,,,,,,,
,,Zypp Electric,,,,,,,,"Zypp is working to convert all deliveries for e-commerce, grocery, medicine and food vertical to go electric with e-scooter sharing app.",,,Logistics & Supply Chain,Gurugram,,,$7000000,43.0,2017,"Akash Gupta, Rashi Agarwal","9Unicorns, Anthill Ventures",Series A,,,,,,,,,,,,,,
,,Alpha Coach,,,,,,,,One to One Personal Fitness Coaching,,,Professional Training & Coaching,Mumbai,,,$1200000,44.0,2021,Ketan Mavinkurve,Jani Ventures INC,,,,,,,,,,,,,,,
,,VRO Hospitality,,,,,,,,One of the fastest-growing hospitality companies based out of Bangalore.,,,Hospitality,Bangalore,,,$3000000,45.0,2018,"Safdhar Adoor, Sharath Rice, Dawn Thomas",CreedCap Asia Advisors,Series A,,,,,,,,,,,,,,
,,byteXL,,,,,,,,"ByteXL is the first-ever, one-stop-shop for self-learning course work and guided training – preparing a new generation of coders for the workforce.",,,E-learning,Hyderabad,,,$200000,46.0,2019,"Sricharan Tadepalli, Karun Tadepalli",Joseph Joy,,,,,,,,,,,,,,,
,,Leena AI,,,,,,,,AI to help enterprises transform the employee experience.,,,Computer Software,Gurugram,,,$30000000,47.0,2015,"Mayank Goyal, Anand Prajapati",Bessemer Venture Partners,Series B,,,,,,,,,,,,,,
,,CARS24,,,,,,,,"CARS24 is proud to be a tech-first organisation, looking to make inroads into the global auto-tech market in groundbreaking ways.",,,Automotive,Gurugram,,,$450000000,48.0,2015,"Mehul Agrawal, Vikram Chopra","DST Global, Falcon Edge, SoftBank Vision Fund 2",Series F,,,,,,,,,,,,,,
,,Klub,,,,,,,,"A team of fintech, investment banking, venture capital, and technology veterans who bring a founder-first mindset.",,,Financial Services,Bangalore,,,$2000000,49.0,2019,"Anurakt Jain, Ishita Verma",Trifecta Capital,Debt,,,,,,,,,,,,,,
,,Bluepad,,,,,,,,A one-stop solution for aggregated content  in vernacular languages,,,Online Media,Bangalore,,,$200000,50.0,2020,"Sanjyot Bhosale, Devakrishna Asokar, Kishore Garimella","Titan Capital, AngelList's syndicate",Pre-seed,,,,,,,,,,,,,,
,,FloBiz,,,,,,,,Neobank for Growing SMBs. Simplify GST Billing & Accounting needs with myBillBook App.,,,Information Technology & Services,Bangalore,,,$31000000,51.0,2019,"Rahul Raj, Aditya Naik, Rakesh Yadav",Sequoia Capital India,Series B,,,,,,,,,,,,,,
,,Tummoc,,,,,,,,Tummoc helps track and find actionable & accurate bus/metro/suburban rail intracity travel information.,,,Mobility,Bangalore,,,$540000,52.0,2016,"Hiranmay Mallick, Monalisha Thakur, Narayan Mishra","Vineet Singh, Krishna D, Deependra Bisht, Alan Aim",Seed,,,,,,,,,,,,,,
,,Design Cafe,,,,,,,,Design Cafe is on a mission to democratize good design for homes in India.,,,Design,Bangalore,,,$25000000,53.0,2015,"Shezan Bhojani, Gita Ramanan","Westbridge Capital, Sixth Sense Ventures",,,,,,,,,,,,,,,
,,PayCardo,,,,,,,,A true Contactless & Cashless and secure payment system reducing cash dependency,,,Financial Services,Pune,,,$Undisclosed,54.0,2021,"Vivek Kumar Choubey, Vivek Kumar",MaGEHold,Pre-seed,,,,,,,,,,,,,,
,,Aerchain,,,,,,,,Advance Source-to-Pay cycle to a new level with Artificial Intelligence!,,,Computer Software,Bangalore,,,$3000000,55.0,2019,"Harsha Kadimisetty, Himavanth Jasti","Season Two Ventures, IndiaMart",Pre-series A,,,,,,,,,,,,,,
,,Expertrons,,,,,,,,The world's largest AI Videobot platform providing futuristic solutions for businesses & colleges and employment,,,E-learning,Mumbai,,,$Undisclosed,56.0,2019,"Jatin Solanki, Vivek Gupta","Kunal Shah, Anant Maheshwari",,,,,,,,,,,,,,,
,,CuriousJr,,,,,,,,CuriousJr is a platform to answer kids' curiosity and prepare them for 21st-century skills.,,,E-learning,Gurugram,,,$1000000,57.0,2020,"Amit Shekhar, Janishar Ali, Mridul Ranjan Sahu","WaterBridge Ventures, Enzia Ventures",Seed,,,,,,,,,,,,,,
,,Wow! Momo,,,,,,,,WOW! Momo is one of the fastest-growing food brands in India.,,,Food & Beverages,Kolkata,,,$15000000,58.0,2008,"Binod Homagai, Sagar Daryani, Shah Miftaur Rahman",Tree Line Investment Management,Series C,,,,,,,,,,,,,,
,,Supertails,,,,,,,,Supertails is building a digital pet care platform which offers expert led healthcare services and products.,,,Consumer Services,Bangalore,,,$700000,59.0,2021,"Vineet Khanna, Varun Sadana, Aman Tekriwal",Alteria Capital,,,,,,,,,,,,,,,
,,LifeCell,,,,,,,,A building block of the team that preserves the building blocks of life,,,Biotechnology,Chennai,,,$30000000,60.0,2004,S. Abhaya Kumar,Orbimed Asia Partners,,,,,,,,,,,,,,,
,,ZestMoney,,,,,,,,"ZestMoney helps make it accessible for millions to upgrade, to enhance, to rise, while keeping it affordable.",,,Financial Services,Bangalore,,,$50000000,61.0,2015,"Priya Sharma, Lizzie Chapman",Zip Co,Series C,,,,,,,,,,,,,,
,,FrontRow,,,,,,,,"FrontRow enables everyone to pursue their passions - get better, learn from the best and get noticed!",,,E-learning,Bangalore,,,$14000000,62.0,2020,"Shubhadit Sharma, Mikhil Raj, Ishaan Preet Singh","Eight Roads Ventures, GSV",Series A,,,,,,,,,,,,,,
,,HappyCredit,,,,,,,,"HappyCredit is on a mission to make online shopping delightful for 400mn bharat shoppers with credit, rewards, shopping inspiration and more.",,,FinTech,Bangalore,,,$600000,63.0,2020,"Jitendra Kumar, Ashish Virmani","Kunal Shah, Krishna Kumar",Pre-seed,,,,,,,,,,,,,,
,,Endimension,,,,,,,,Endimension Technology is a healthcare Artificial Intelligence startup incubated at IIT Bombay.,,,Healtcare,Mumbai,,,$300000,64.0,2018,"Bharadwaj Kss, Apparao MLV, Kurien Zacharia",Inflection Point Ventures,Seed,,,,,,,,,,,,,,
,,Frenzi,,,,,,,,India’s Fastest Growing Streaming Social Network,,,Online Media,Mumbai,,,$Undisclosed,65.0,2020,"Balkrishna Singh, Harvinderjit Singh Bhatia",SucSEED Indovation Fund,Seed,,,,,,,,,,,,,,
,,Leverage Edu,,,,,,,,India's Most Trusted Study Abroad Platform,,,Higher Education,New Delhi,,,$Undisclosed,66.0,2017,Akshay Chaturvedi,"Vijay Shekhar Sharma, Rohit Kapoor, Amanpreet Bajaj, Lalit Singh",,,,,,,,,,,,,,,
,,BeepKart,,,,,,,,BeepKart is building a platform to digitize and organize the used two-wheeler market.,,,Automotive,Bangalore,,,$3000000,67.0,2020,"Hemir Doshi, Abhishek Saraf","Stellaris Venture Partners, Chiratae Ventures",Seed,,,,,,,,,,,,,,
,,Lio,,,,,,,,"Lio is the one app for all data where you can create, keep records and track all the records",,,Computer Software,Pune,,,$5000000,68.0,2020,Anupam Vijayvergia,"Lightspeed, Sequioa",Seed,,,,,,,,,,,,,,
